10000     [2.44e-01, 3.53e-01, 6.61e-02, 1.49e-01, 2.91e+00, 7.20e-02, 1.42e-01]    [2.64e-01, 3.65e-01, 4.95e-02, 1.49e-01, 2.91e+00, 7.20e-02, 1.42e-01]    []  
11000     [2.15e-01, 3.60e-01, 5.31e-02, 1.50e-01, 2.87e+00, 6.66e-02, 1.44e-01]    [2.41e-01, 3.86e-01, 3.84e-02, 1.50e-01, 2.87e+00, 6.66e-02, 1.44e-01]    []  
12000     [2.07e-01, 3.54e-01, 4.41e-02, 1.46e-01, 2.85e+00, 6.28e-02, 1.18e-01]    [2.45e-01, 3.99e-01, 3.30e-02, 1.46e-01, 2.85e+00, 6.28e-02, 1.18e-01]    []  
13000     [1.99e-01, 3.51e-01, 4.24e-02, 1.49e-01, 2.83e+00, 5.86e-02, 9.06e-02]    [2.42e-01, 4.06e-01, 3.42e-02, 1.49e-01, 2.83e+00, 5.86e-02, 9.06e-02]    []  
14000     [1.89e-01, 3.53e-01, 4.24e-02, 1.49e-01, 2.81e+00, 5.66e-02, 8.32e-02]    [2.37e-01, 4.07e-01, 3.80e-02, 1.49e-01, 2.81e+00, 5.66e-02, 8.32e-02]    []  
15000     [1.81e-01, 3.56e-01, 4.14e-02, 1.47e-01, 2.79e+00, 5.54e-02, 7.89e-02]    [2.30e-01, 4.05e-01, 4.07e-02, 1.47e-01, 2.79e+00, 5.54e-02, 7.89e-02]    []  
16000     [1.74e-01, 3.56e-01, 4.08e-02, 1.43e-01, 2.77e+00, 5.47e-02, 7.90e-02]    [2.26e-01, 4.02e-01, 4.21e-02, 1.43e-01, 2.77e+00, 5.47e-02, 7.90e-02]    []  
17000     [1.68e-01, 3.56e-01, 4.18e-02, 1.38e-01, 2.75e+00, 5.47e-02, 8.27e-02]    [2.19e-01, 3.98e-01, 4.34e-02, 1.38e-01, 2.75e+00, 5.47e-02, 8.27e-02]    []  
18000     [1.68e-01, 3.54e-01, 4.24e-02, 1.33e-01, 2.74e+00, 5.36e-02, 7.54e-02]    [2.20e-01, 3.93e-01, 4.42e-02, 1.33e-01, 2.74e+00, 5.36e-02, 7.54e-02]    []  
19000     [1.56e-01, 3.55e-01, 4.35e-02, 1.35e-01, 2.72e+00, 5.85e-02, 1.24e-01]    [2.03e-01, 3.91e-01, 4.58e-02, 1.35e-01, 2.72e+00, 5.85e-02, 1.24e-01]    []  
20000     [1.63e-01, 3.49e-01, 4.42e-02, 1.27e-01, 2.72e+00, 5.29e-02, 7.48e-02]    [2.15e-01, 3.83e-01, 4.64e-02, 1.27e-01, 2.72e+00, 5.29e-02, 7.48e-02]    []  
21000     [1.61e-01, 3.46e-01, 4.51e-02, 1.24e-01, 2.70e+00, 5.23e-02, 7.53e-02]    [2.15e-01, 3.77e-01, 4.72e-02, 1.24e-01, 2.70e+00, 5.23e-02, 7.53e-02]    []  
22000     [1.55e-01, 3.47e-01, 4.56e-02, 1.24e-01, 2.68e+00, 5.35e-02, 1.05e-01]    [2.08e-01, 3.75e-01, 4.82e-02, 1.24e-01, 2.68e+00, 5.35e-02, 1.05e-01]    []  
23000     [1.61e-01, 3.42e-01, 4.50e-02, 1.21e-01, 2.67e+00, 5.01e-02, 7.61e-02]    [2.19e-01, 3.68e-01, 4.86e-02, 1.21e-01, 2.67e+00, 5.01e-02, 7.61e-02]    []  
24000     [1.61e-01, 3.41e-01, 4.44e-02, 1.21e-01, 2.66e+00, 4.91e-02, 7.49e-02]    [2.20e-01, 3.63e-01, 4.92e-02, 1.21e-01, 2.66e+00, 4.91e-02, 7.49e-02]    []  
25000     [1.60e-01, 3.39e-01, 4.41e-02, 1.21e-01, 2.65e+00, 4.81e-02, 7.32e-02]    [2.20e-01, 3.59e-01, 4.99e-02, 1.21e-01, 2.65e+00, 4.81e-02, 7.32e-02]    []  
26000     [1.58e-01, 3.38e-01, 4.38e-02, 1.20e-01, 2.64e+00, 4.73e-02, 7.23e-02]    [2.18e-01, 3.57e-01, 5.02e-02, 1.20e-01, 2.64e+00, 4.73e-02, 7.23e-02]    []  
27000     [1.57e-01, 3.37e-01, 4.31e-02, 1.20e-01, 2.64e+00, 4.67e-02, 7.12e-02]    [2.17e-01, 3.59e-01, 4.99e-02, 1.20e-01, 2.64e+00, 4.67e-02, 7.12e-02]    []  
28000     [1.58e-01, 3.38e-01, 4.30e-02, 1.18e-01, 2.63e+00, 4.57e-02, 7.84e-02]    [2.18e-01, 3.62e-01, 4.99e-02, 1.18e-01, 2.63e+00, 4.57e-02, 7.84e-02]    []  
29000     [1.44e-01, 3.42e-01, 4.09e-02, 1.32e-01, 2.61e+00, 5.28e-02, 1.81e-01]    [1.93e-01, 3.64e-01, 4.66e-02, 1.32e-01, 2.61e+00, 5.28e-02, 1.81e-01]    []  
30000     [1.55e-01, 3.37e-01, 4.13e-02, 1.17e-01, 2.62e+00, 4.51e-02, 7.56e-02]    [2.15e-01, 3.62e-01, 4.70e-02, 1.17e-01, 2.62e+00, 4.51e-02, 7.56e-02]    []  
31000     [1.55e-01, 3.35e-01, 4.06e-02, 1.16e-01, 2.61e+00, 4.49e-02, 6.94e-02]    [2.16e-01, 3.59e-01, 4.57e-02, 1.16e-01, 2.61e+00, 4.49e-02, 6.94e-02]    []  
32000     [1.55e-01, 3.34e-01, 4.10e-02, 1.14e-01, 2.61e+00, 4.47e-02, 9.30e-02]    [2.16e-01, 3.57e-01, 4.58e-02, 1.14e-01, 2.61e+00, 4.47e-02, 9.30e-02]    []  
33000     [1.55e-01, 3.32e-01, 3.96e-02, 1.15e-01, 2.61e+00, 4.46e-02, 6.70e-02]    [2.15e-01, 3.54e-01, 4.39e-02, 1.15e-01, 2.61e+00, 4.46e-02, 6.70e-02]    []  
34000     [1.54e-01, 3.31e-01, 3.93e-02, 1.14e-01, 2.60e+00, 4.42e-02, 6.67e-02]    [2.14e-01, 3.53e-01, 4.34e-02, 1.14e-01, 2.60e+00, 4.42e-02, 6.67e-02]    []  
35000     [1.53e-01, 3.28e-01, 3.89e-02, 1.13e-01, 2.60e+00, 4.41e-02, 6.78e-02]    [2.13e-01, 3.50e-01, 4.30e-02, 1.13e-01, 2.60e+00, 4.41e-02, 6.78e-02]    []  
36000     [1.52e-01, 3.25e-01, 3.85e-02, 1.12e-01, 2.59e+00, 4.38e-02, 6.81e-02]    [2.12e-01, 3.48e-01, 4.27e-02, 1.12e-01, 2.59e+00, 4.38e-02, 6.81e-02]    []  
37000     [1.51e-01, 3.22e-01, 3.81e-02, 1.12e-01, 2.59e+00, 4.34e-02, 6.83e-02]    [2.12e-01, 3.46e-01, 4.28e-02, 1.12e-01, 2.59e+00, 4.34e-02, 6.83e-02]    []  
38000     [1.50e-01, 3.17e-01, 3.79e-02, 1.11e-01, 2.59e+00, 4.28e-02, 6.92e-02]    [2.11e-01, 3.43e-01, 4.33e-02, 1.11e-01, 2.59e+00, 4.28e-02, 6.92e-02]    []  
39000     [1.49e-01, 3.13e-01, 3.76e-02, 1.11e-01, 2.58e+00, 4.21e-02, 6.97e-02]    [2.10e-01, 3.41e-01, 4.41e-02, 1.11e-01, 2.58e+00, 4.21e-02, 6.97e-02]    []  
40000     [1.47e-01, 3.09e-01, 3.73e-02, 1.10e-01, 2.58e+00, 4.15e-02, 7.04e-02]    [2.08e-01, 3.37e-01, 4.49e-02, 1.10e-01, 2.58e+00, 4.15e-02, 7.04e-02]    []  
41000     [1.44e-01, 3.08e-01, 3.83e-02, 1.09e-01, 2.59e+00, 4.23e-02, 1.31e-01]    [2.06e-01, 3.37e-01, 4.78e-02, 1.09e-01, 2.59e+00, 4.23e-02, 1.31e-01]    []  
42000     [1.45e-01, 3.01e-01, 3.69e-02, 1.10e-01, 2.57e+00, 4.04e-02, 6.87e-02]    [2.09e-01, 3.30e-01, 4.63e-02, 1.10e-01, 2.57e+00, 4.04e-02, 6.87e-02]    []  
43000     [1.45e-01, 2.96e-01, 3.66e-02, 1.10e-01, 2.57e+00, 4.02e-02, 6.74e-02]    [2.09e-01, 3.27e-01, 4.64e-02, 1.10e-01, 2.57e+00, 4.02e-02, 6.74e-02]    []  
44000     [1.44e-01, 2.91e-01, 3.63e-02, 1.10e-01, 2.56e+00, 4.00e-02, 6.67e-02]    [2.09e-01, 3.23e-01, 4.62e-02, 1.10e-01, 2.56e+00, 4.00e-02, 6.67e-02]    []  
45000     [1.44e-01, 2.86e-01, 3.55e-02, 1.10e-01, 2.58e+00, 4.12e-02, 8.33e-02]    [2.10e-01, 3.18e-01, 4.42e-02, 1.10e-01, 2.58e+00, 4.12e-02, 8.33e-02]    []  
46000     [1.43e-01, 2.81e-01, 3.55e-02, 1.09e-01, 2.56e+00, 3.97e-02, 6.56e-02]    [2.09e-01, 3.16e-01, 4.47e-02, 1.09e-01, 2.56e+00, 3.97e-02, 6.56e-02]    []  
47000     [1.43e-01, 2.76e-01, 3.48e-02, 1.08e-01, 2.56e+00, 3.95e-02, 6.42e-02]    [2.09e-01, 3.11e-01, 4.35e-02, 1.08e-01, 2.56e+00, 3.95e-02, 6.42e-02]    []  
48000     [1.42e-01, 2.72e-01, 3.41e-02, 1.07e-01, 2.55e+00, 3.93e-02, 6.44e-02]    [2.08e-01, 3.07e-01, 4.25e-02, 1.07e-01, 2.55e+00, 3.93e-02, 6.44e-02]    []  
49000     [1.40e-01, 2.71e-01, 3.41e-02, 1.06e-01, 2.56e+00, 4.02e-02, 1.11e-01]    [2.07e-01, 3.07e-01, 4.36e-02, 1.06e-01, 2.56e+00, 4.02e-02, 1.11e-01]    []  
50000     [1.40e-01, 2.64e-01, 3.29e-02, 1.06e-01, 2.54e+00, 3.84e-02, 6.45e-02]    [2.07e-01, 3.01e-01, 4.14e-02, 1.06e-01, 2.54e+00, 3.84e-02, 6.45e-02]    []  
51000     [1.40e-01, 2.60e-01, 3.23e-02, 1.04e-01, 2.54e+00, 3.79e-02, 6.36e-02]    [2.07e-01, 2.99e-01, 4.10e-02, 1.04e-01, 2.54e+00, 3.79e-02, 6.36e-02]    []  
52000     [1.40e-01, 2.57e-01, 3.18e-02, 1.03e-01, 2.54e+00, 3.74e-02, 6.31e-02]    [2.07e-01, 2.98e-01, 4.08e-02, 1.03e-01, 2.54e+00, 3.74e-02, 6.31e-02]    []  
53000     [1.39e-01, 2.54e-01, 3.14e-02, 1.02e-01, 2.53e+00, 3.69e-02, 6.48e-02]    [2.06e-01, 2.97e-01, 4.09e-02, 1.02e-01, 2.53e+00, 3.69e-02, 6.48e-02]    []  
54000     [1.38e-01, 2.51e-01, 3.11e-02, 1.01e-01, 2.53e+00, 3.65e-02, 6.24e-02]    [2.05e-01, 2.94e-01, 4.06e-02, 1.01e-01, 2.53e+00, 3.65e-02, 6.24e-02]    []  
55000     [1.38e-01, 2.48e-01, 3.09e-02, 1.00e-01, 2.52e+00, 3.62e-02, 6.23e-02]    [2.04e-01, 2.91e-01, 4.06e-02, 1.00e-01, 2.52e+00, 3.62e-02, 6.23e-02]    []  
56000     [1.38e-01, 2.45e-01, 3.08e-02, 9.96e-02, 2.52e+00, 3.58e-02, 6.05e-02]    [2.05e-01, 2.87e-01, 4.04e-02, 9.96e-02, 2.52e+00, 3.58e-02, 6.05e-02]    []  
57000     [1.38e-01, 2.43e-01, 3.06e-02, 9.94e-02, 2.54e+00, 3.64e-02, 7.49e-02]    [2.04e-01, 2.83e-01, 3.98e-02, 9.94e-02, 2.54e+00, 3.64e-02, 7.49e-02]    []  
58000     [1.44e-01, 2.36e-01, 3.11e-02, 1.01e-01, 2.53e+00, 3.59e-02, 9.11e-02]    [2.14e-01, 2.73e-01, 4.09e-02, 1.01e-01, 2.53e+00, 3.59e-02, 9.11e-02]    []  
59000     [1.30e-01, 2.43e-01, 3.03e-02, 9.99e-02, 2.50e+00, 3.53e-02, 9.50e-02]    [1.88e-01, 2.81e-01, 3.98e-02, 9.99e-02, 2.50e+00, 3.53e-02, 9.50e-02]    []  
60000     [1.34e-01, 2.36e-01, 3.03e-02, 9.69e-02, 2.50e+00, 3.43e-02, 6.10e-02]    [1.96e-01, 2.70e-01, 3.93e-02, 9.69e-02, 2.50e+00, 3.43e-02, 6.10e-02]    []  
61000     [1.34e-01, 2.34e-01, 3.01e-02, 9.62e-02, 2.50e+00, 3.39e-02, 6.05e-02]    [1.94e-01, 2.63e-01, 3.85e-02, 9.62e-02, 2.50e+00, 3.39e-02, 6.05e-02]    []  
62000     [1.33e-01, 2.31e-01, 2.99e-02, 9.54e-02, 2.49e+00, 3.35e-02, 6.05e-02]    [1.91e-01, 2.56e-01, 3.77e-02, 9.54e-02, 2.49e+00, 3.35e-02, 6.05e-02]    []  
63000     [1.32e-01, 2.28e-01, 2.96e-02, 9.47e-02, 2.49e+00, 3.31e-02, 6.06e-02]    [1.89e-01, 2.49e-01, 3.68e-02, 9.47e-02, 2.49e+00, 3.31e-02, 6.06e-02]    []  
64000     [1.31e-01, 2.25e-01, 2.94e-02, 9.40e-02, 2.49e+00, 3.27e-02, 6.05e-02]    [1.87e-01, 2.42e-01, 3.62e-02, 9.40e-02, 2.49e+00, 3.27e-02, 6.05e-02]    []  
65000     [1.30e-01, 2.22e-01, 2.92e-02, 9.34e-02, 2.48e+00, 3.24e-02, 6.03e-02]    [1.85e-01, 2.36e-01, 3.58e-02, 9.34e-02, 2.48e+00, 3.24e-02, 6.03e-02]    []  
66000     [1.28e-01, 2.20e-01, 2.88e-02, 9.28e-02, 2.48e+00, 3.21e-02, 6.19e-02]    [1.83e-01, 2.32e-01, 3.53e-02, 9.28e-02, 2.48e+00, 3.21e-02, 6.19e-02]    []  
67000     [1.27e-01, 2.17e-01, 2.87e-02, 9.23e-02, 2.47e+00, 3.18e-02, 6.17e-02]    [1.83e-01, 2.28e-01, 3.50e-02, 9.23e-02, 2.47e+00, 3.18e-02, 6.17e-02]    []  
68000     [1.27e-01, 2.14e-01, 2.84e-02, 9.20e-02, 2.47e+00, 3.17e-02, 6.00e-02]    [1.82e-01, 2.25e-01, 3.44e-02, 9.20e-02, 2.47e+00, 3.17e-02, 6.00e-02]    []  
69000     [1.26e-01, 2.11e-01, 2.81e-02, 9.16e-02, 2.47e+00, 3.14e-02, 5.95e-02]    [1.82e-01, 2.23e-01, 3.38e-02, 9.16e-02, 2.47e+00, 3.14e-02, 5.95e-02]    []  
70000     [1.25e-01, 2.08e-01, 2.77e-02, 9.10e-02, 2.47e+00, 3.12e-02, 5.97e-02]    [1.81e-01, 2.22e-01, 3.32e-02, 9.10e-02, 2.47e+00, 3.12e-02, 5.97e-02]    []  
71000     [1.24e-01, 2.06e-01, 2.75e-02, 9.04e-02, 2.47e+00, 3.09e-02, 6.34e-02]    [1.79e-01, 2.21e-01, 3.28e-02, 9.04e-02, 2.47e+00, 3.09e-02, 6.34e-02]    []  
72000     [1.24e-01, 2.02e-01, 2.72e-02, 8.99e-02, 2.46e+00, 3.08e-02, 5.89e-02]    [1.79e-01, 2.18e-01, 3.22e-02, 8.99e-02, 2.46e+00, 3.08e-02, 5.89e-02]    []  
73000     [1.24e-01, 1.99e-01, 2.70e-02, 8.94e-02, 2.46e+00, 3.06e-02, 5.88e-02]    [1.78e-01, 2.16e-01, 3.18e-02, 8.94e-02, 2.46e+00, 3.06e-02, 5.88e-02]    []  
74000     [1.23e-01, 1.96e-01, 2.69e-02, 8.87e-02, 2.46e+00, 3.02e-02, 5.84e-02]    [1.77e-01, 2.15e-01, 3.15e-02, 8.87e-02, 2.46e+00, 3.02e-02, 5.84e-02]    []  
75000     [1.22e-01, 1.93e-01, 2.69e-02, 8.81e-02, 2.46e+00, 2.99e-02, 5.90e-02]    [1.75e-01, 2.12e-01, 3.15e-02, 8.81e-02, 2.46e+00, 2.99e-02, 5.90e-02]    []  
76000     [1.25e-01, 1.89e-01, 2.72e-02, 8.85e-02, 2.46e+00, 2.97e-02, 6.85e-02]    [1.80e-01, 2.08e-01, 3.16e-02, 8.85e-02, 2.46e+00, 2.97e-02, 6.85e-02]    []  
77000     [1.21e-01, 1.88e-01, 2.68e-02, 8.70e-02, 2.45e+00, 2.94e-02, 5.90e-02]    [1.73e-01, 2.08e-01, 3.13e-02, 8.70e-02, 2.45e+00, 2.94e-02, 5.90e-02]    []  
78000     [1.20e-01, 1.85e-01, 2.69e-02, 8.65e-02, 2.45e+00, 2.91e-02, 5.89e-02]    [1.72e-01, 2.05e-01, 3.12e-02, 8.65e-02, 2.45e+00, 2.91e-02, 5.89e-02]    []  
79000     [1.20e-01, 1.83e-01, 2.68e-02, 8.61e-02, 2.45e+00, 2.89e-02, 5.88e-02]    [1.71e-01, 2.03e-01, 3.12e-02, 8.61e-02, 2.45e+00, 2.89e-02, 5.88e-02]    []  
80000     [1.15e-01, 1.84e-01, 2.69e-02, 8.65e-02, 2.50e+00, 3.02e-02, 1.55e-01]    [1.62e-01, 2.04e-01, 3.24e-02, 8.65e-02, 2.50e+00, 3.02e-02, 1.55e-01]    []  
81000     [1.16e-01, 1.80e-01, 2.66e-02, 8.56e-02, 2.45e+00, 2.88e-02, 8.83e-02]    [1.64e-01, 2.00e-01, 3.15e-02, 8.56e-02, 2.45e+00, 2.88e-02, 8.83e-02]    []  
82000     [1.16e-01, 1.78e-01, 2.67e-02, 8.51e-02, 2.45e+00, 2.86e-02, 9.56e-02]    [1.63e-01, 1.98e-01, 3.16e-02, 8.51e-02, 2.45e+00, 2.86e-02, 9.56e-02]    []  
83000     [1.18e-01, 1.74e-01, 2.67e-02, 8.44e-02, 2.43e+00, 2.80e-02, 5.87e-02]    [1.68e-01, 1.95e-01, 3.10e-02, 8.44e-02, 2.43e+00, 2.80e-02, 5.87e-02]    []  
84000     [1.18e-01, 1.73e-01, 2.67e-02, 8.40e-02, 2.43e+00, 2.78e-02, 5.84e-02]    [1.67e-01, 1.94e-01, 3.10e-02, 8.40e-02, 2.43e+00, 2.78e-02, 5.84e-02]    []  
85000     [1.18e-01, 1.71e-01, 2.67e-02, 8.37e-02, 2.43e+00, 2.76e-02, 5.87e-02]    [1.66e-01, 1.94e-01, 3.10e-02, 8.37e-02, 2.43e+00, 2.76e-02, 5.87e-02]    []  
86000     [1.18e-01, 1.70e-01, 2.67e-02, 8.34e-02, 2.43e+00, 2.76e-02, 5.79e-02]    [1.66e-01, 1.94e-01, 3.09e-02, 8.34e-02, 2.43e+00, 2.76e-02, 5.79e-02]    []  
87000     [1.17e-01, 1.69e-01, 2.66e-02, 8.30e-02, 2.42e+00, 2.73e-02, 5.85e-02]    [1.65e-01, 1.95e-01, 3.11e-02, 8.30e-02, 2.42e+00, 2.73e-02, 5.85e-02]    []  
88000     [1.17e-01, 1.67e-01, 2.66e-02, 8.27e-02, 2.42e+00, 2.72e-02, 5.85e-02]    [1.65e-01, 1.95e-01, 3.12e-02, 8.27e-02, 2.42e+00, 2.72e-02, 5.85e-02]    []  
89000     [1.17e-01, 1.66e-01, 2.65e-02, 8.24e-02, 2.42e+00, 2.71e-02, 5.82e-02]    [1.64e-01, 1.96e-01, 3.13e-02, 8.24e-02, 2.42e+00, 2.71e-02, 5.82e-02]    []  
90000     [1.17e-01, 1.65e-01, 2.65e-02, 8.21e-02, 2.41e+00, 2.69e-02, 5.78e-02]    [1.64e-01, 1.98e-01, 3.14e-02, 8.21e-02, 2.41e+00, 2.69e-02, 5.78e-02]    []  
91000     [1.15e-01, 1.65e-01, 2.65e-02, 8.18e-02, 2.41e+00, 2.67e-02, 6.64e-02]    [1.62e-01, 1.99e-01, 3.17e-02, 8.18e-02, 2.41e+00, 2.67e-02, 6.64e-02]    []  
92000     [1.16e-01, 1.63e-01, 2.64e-02, 8.15e-02, 2.41e+00, 2.67e-02, 5.83e-02]    [1.63e-01, 2.00e-01, 3.16e-02, 8.15e-02, 2.41e+00, 2.67e-02, 5.83e-02]    []  
93000     [1.16e-01, 1.62e-01, 2.64e-02, 8.12e-02, 2.41e+00, 2.66e-02, 5.82e-02]    [1.62e-01, 2.01e-01, 3.17e-02, 8.12e-02, 2.41e+00, 2.66e-02, 5.82e-02]    []  
94000     [1.15e-01, 1.61e-01, 2.64e-02, 8.10e-02, 2.40e+00, 2.65e-02, 5.81e-02]    [1.62e-01, 2.03e-01, 3.18e-02, 8.10e-02, 2.40e+00, 2.65e-02, 5.81e-02]    []  
95000     [1.15e-01, 1.61e-01, 2.64e-02, 8.08e-02, 2.40e+00, 2.64e-02, 5.80e-02]    [1.62e-01, 2.04e-01, 3.18e-02, 8.08e-02, 2.40e+00, 2.64e-02, 5.80e-02]    []  
96000     [1.15e-01, 1.60e-01, 2.64e-02, 8.05e-02, 2.40e+00, 2.63e-02, 5.85e-02]    [1.61e-01, 2.05e-01, 3.18e-02, 8.05e-02, 2.40e+00, 2.63e-02, 5.85e-02]    []  
97000     [1.14e-01, 1.60e-01, 2.63e-02, 8.03e-02, 2.40e+00, 2.62e-02, 5.87e-02]    [1.60e-01, 2.06e-01, 3.19e-02, 8.03e-02, 2.40e+00, 2.62e-02, 5.87e-02]    []  
98000     [1.14e-01, 1.59e-01, 2.63e-02, 8.02e-02, 2.40e+00, 2.61e-02, 5.79e-02]    [1.61e-01, 2.07e-01, 3.18e-02, 8.02e-02, 2.40e+00, 2.61e-02, 5.79e-02]    []  
99000     [1.13e-01, 1.58e-01, 2.63e-02, 8.00e-02, 2.39e+00, 2.60e-02, 5.86e-02]    [1.60e-01, 2.08e-01, 3.18e-02, 8.00e-02, 2.39e+00, 2.60e-02, 5.86e-02]    []  
100000    [1.13e-01, 1.58e-01, 2.62e-02, 7.98e-02, 2.39e+00, 2.59e-02, 5.85e-02]    [1.60e-01, 2.08e-01, 3.18e-02, 7.98e-02, 2.39e+00, 2.59e-02, 5.85e-02]    []  
101000    [1.13e-01, 1.57e-01, 2.62e-02, 7.97e-02, 2.39e+00, 2.59e-02, 5.81e-02]    [1.60e-01, 2.09e-01, 3.17e-02, 7.97e-02, 2.39e+00, 2.59e-02, 5.81e-02]    []  
102000    [1.12e-01, 1.56e-01, 2.62e-02, 7.96e-02, 2.39e+00, 2.57e-02, 5.82e-02]    [1.59e-01, 2.10e-01, 3.17e-02, 7.96e-02, 2.39e+00, 2.57e-02, 5.82e-02]    []  
103000    [1.11e-01, 1.56e-01, 2.61e-02, 7.93e-02, 2.39e+00, 2.56e-02, 6.31e-02]    [1.57e-01, 2.10e-01, 3.17e-02, 7.93e-02, 2.39e+00, 2.56e-02, 6.31e-02]    []  
104000    [1.11e-01, 1.56e-01, 2.60e-02, 7.92e-02, 2.39e+00, 2.56e-02, 6.43e-02]    [1.56e-01, 2.11e-01, 3.17e-02, 7.92e-02, 2.39e+00, 2.56e-02, 6.43e-02]    []  
105000    [1.11e-01, 1.55e-01, 2.60e-02, 7.91e-02, 2.38e+00, 2.55e-02, 5.90e-02]    [1.58e-01, 2.11e-01, 3.17e-02, 7.91e-02, 2.38e+00, 2.55e-02, 5.90e-02]    []  
106000    [1.10e-01, 1.55e-01, 2.58e-02, 7.90e-02, 2.38e+00, 2.54e-02, 6.27e-02]    [1.55e-01, 2.12e-01, 3.17e-02, 7.90e-02, 2.38e+00, 2.54e-02, 6.27e-02]    []  
107000    [1.12e-01, 1.53e-01, 2.60e-02, 7.92e-02, 2.38e+00, 2.54e-02, 5.84e-02]    [1.58e-01, 2.13e-01, 3.16e-02, 7.92e-02, 2.38e+00, 2.54e-02, 5.84e-02]    []  
108000    [1.11e-01, 1.53e-01, 2.58e-02, 7.88e-02, 2.38e+00, 2.52e-02, 5.90e-02]    [1.57e-01, 2.13e-01, 3.15e-02, 7.88e-02, 2.38e+00, 2.52e-02, 5.90e-02]    []  
109000    [1.10e-01, 1.53e-01, 2.56e-02, 7.86e-02, 2.38e+00, 2.51e-02, 5.97e-02]    [1.56e-01, 2.14e-01, 3.14e-02, 7.86e-02, 2.38e+00, 2.51e-02, 5.97e-02]    []  
110000    [1.10e-01, 1.52e-01, 2.55e-02, 7.85e-02, 2.38e+00, 2.50e-02, 6.04e-02]    [1.55e-01, 2.14e-01, 3.14e-02, 7.85e-02, 2.38e+00, 2.50e-02, 6.04e-02]    []  
111000    [1.12e-01, 1.51e-01, 2.59e-02, 7.95e-02, 2.41e+00, 2.58e-02, 7.96e-02]    [1.60e-01, 2.16e-01, 3.16e-02, 7.95e-02, 2.41e+00, 2.58e-02, 7.96e-02]    []  
112000    [1.10e-01, 1.51e-01, 2.54e-02, 7.84e-02, 2.38e+00, 2.49e-02, 5.93e-02]    [1.56e-01, 2.15e-01, 3.12e-02, 7.84e-02, 2.38e+00, 2.49e-02, 5.93e-02]    []  
113000    [1.09e-01, 1.51e-01, 2.52e-02, 7.83e-02, 2.37e+00, 2.48e-02, 5.92e-02]    [1.55e-01, 2.16e-01, 3.11e-02, 7.83e-02, 2.37e+00, 2.48e-02, 5.92e-02]    []  
114000    [1.07e-01, 1.52e-01, 2.49e-02, 7.85e-02, 2.37e+00, 2.51e-02, 7.56e-02]    [1.51e-01, 2.19e-01, 3.10e-02, 7.85e-02, 2.37e+00, 2.51e-02, 7.56e-02]    []  
