Time,Force
0,0
0.050000001,40.89619827
0.100000001,76.87231445
0.150000006,109.9797211
0.200000003,141.7693481
0.25,173.4528961
0.300000012,206.0554962
0.349999994,240.5386047
0.400000006,277.8488159
0.449999988,318.971344
0.5,364.9474792
0.550000012,416.889679
0.600000024,475.993866
0.649999976,543.5505981
0.699999988,620.954895
0.75,709.7154541
0.800000012,811.4625854
0.850000024,927.9560547
0.899999976,1061.092041
0.949999988,1212.910278
1,1385.60083
